-9.999999999899999992e+00 5.927036425523906965e-05
-9.891166830839999591e+00 1.259458259886860054e-04
-9.784463873629999142e+00 1.359971620907962219e-04
-9.679827121060000650e+00 1.462394618847452882e-04
-9.577195102099999247e+00 1.571917482634318402e-04
-9.476508757390000426e+00 1.685006743752880370e-04
-9.377711322190000587e+00 1.801821348421785509e-04
-9.280748215899999209e+00 1.928290613248238470e-04
-9.185566938030000017e+00 2.058142133329982581e-04
-9.092116969979999297e+00 2.192992578022824807e-04
-9.000349682399999551e+00 2.331243391782612687e-04
-8.910218247630000477e+00 2.473439472339041272e-04
-8.821677557030000116e+00 2.623755861384855339e-04
-8.734684142769999937e+00 2.778976608689025024e-04
-8.649196103850000483e+00 2.942154062427190580e-04
-8.565173036179999144e+00 3.109058245094395564e-04
-8.482575966200000650e+00 3.278822014012934181e-04
-8.401367288170000336e+00 3.454786531026421458e-04
-8.321510704650000534e+00 3.636476557609914979e-04
-8.242971170049999685e+00 3.826009054550843667e-04
-8.165714837090000344e+00 4.025148873980591985e-04
-8.089709006039999650e+00 4.226841490062328561e-04
-8.014922076410000429e+00 4.427483929064847151e-04
-7.941323501180000299e+00 4.640202397810548130e-04
-7.868883743199999614e+00 4.858855094228988576e-04
-7.797574233779999808e+00 5.080745425119326903e-04
-7.727367333310000141e+00 5.310039035489630237e-04
-7.658236293769999925e+00 5.548651162885011616e-04
-7.590155223050000011e+00 5.789296720555408291e-04
-7.523099050939999977e+00 6.037926154918643118e-04
-7.457043496779999892e+00 6.296285625082738164e-04
-7.391965038590000425e+00 6.552934105420376914e-04
-7.327840883630000413e+00 6.821690311076995805e-04
-7.264648940359999862e+00 7.092607947189014410e-04
-7.202367791650000406e+00 7.374617708472544280e-04
-7.140976669209999628e+00 7.659110625895696823e-04
-7.080455429199999706e+00 7.951247773776641114e-04
-7.020784528880000153e+00 8.248952104277729397e-04
-6.961945004390000413e+00 8.557237614657819957e-04
-6.903918449409999880e+00 8.868038118894929454e-04
-6.846686994819999761e+00 9.179306794162258231e-04
-6.790233289189999688e+00 9.504529708977210115e-04
-6.734540480219999736e+00 9.837073057348366505e-04
-6.679592196809999827e+00 1.017625996909488203e-03
-6.625372532060000097e+00 1.052413983565548541e-03
-6.571866026890000434e+00 1.088062837790726651e-03
-6.519057654350000064e+00 1.123573697572680065e-03
-6.466932804639999866e+00 1.160498920230955931e-03
-6.415477270700000290e+00 1.198222484516702239e-03
-6.364677234410000217e+00 1.236523482655178200e-03
-6.314519253360000306e+00 1.275713537340914970e-03
-6.264990248130000161e+00 1.315371978960313062e-03
